node_id,local_rank,rank,iteration,time_usec
0,0,0,0,51352
0,1,1,0,180530
0,2,2,0,181522
0,3,3,0,181524
0,0,0,1,101167
0,1,1,1,198670
0,2,2,1,196665
0,3,3,1,197668
0,0,0,2,45988
0,1,1,2,186533
0,2,2,2,188526
0,3,3,2,191528
0,0,0,3,1077810
0,1,1,3,189110
0,2,2,3,189109
0,3,3,3,189121
0,0,0,4,40747
0,1,1,4,193117
0,2,2,4,182113
0,3,3,4,182122
0,0,0,5,3068850
0,1,1,5,190830
0,2,2,5,186829
0,3,3,5,190836
0,0,0,6,146954
0,1,1,6,182769
0,2,2,6,182765
0,3,3,6,181775
0,0,0,7,113850
0,1,1,7,191171
0,2,2,7,193168
0,3,3,7,191177
0,0,0,8,48064
0,1,1,8,193868
0,2,2,8,194865
0,3,3,8,193874
0,0,0,9,1056284
0,1,1,9,189202
0,2,2,9,181197
0,3,3,9,189201
0,0,0,10,43535
0,1,1,10,182737
0,2,2,10,182734
0,3,3,10,182743
0,0,0,11,1079858
0,1,1,11,196265
0,2,2,11,190260
0,3,3,11,196266
0,0,0,12,123609
0,1,1,12,181218
0,2,2,12,182214
0,3,3,12,182217
0,0,0,13,143788
0,1,1,13,194695
0,2,2,13,194688
0,3,3,13,194700
0,0,0,14,131284
0,1,1,14,192679
0,2,2,14,181676
0,3,3,14,193684
0,0,0,15,61875
0,1,1,15,181502
0,2,2,15,191499
0,3,3,15,169500
0,0,0,16,114000
0,1,1,16,192366
0,2,2,16,192363
0,3,3,16,183372
0,0,0,17,58109
0,1,1,17,193340
0,2,2,17,181338
0,3,3,17,193339
0,0,0,18,1060188
0,1,1,18,191811
0,2,2,18,191807
0,3,3,18,191810
0,0,0,19,61188
0,1,1,19,182444
0,2,2,19,182450
0,3,3,19,182441
0,0,0,20,131864
0,1,1,20,197555
0,2,2,20,199560
0,3,3,20,198552
0,0,0,21,120935
0,1,1,21,191061
0,2,2,21,185065
0,3,3,21,190063
0,0,0,22,130800
0,1,1,22,191966
0,2,2,22,193978
0,3,3,22,190966
0,0,0,23,1055896
0,1,1,23,190422
0,2,2,23,190434
0,3,3,23,192421
0,0,0,24,158478
0,1,1,24,182342
0,2,2,24,182353
0,3,3,24,182342
0,0,0,25,109183
0,1,1,25,198529
0,2,2,25,199534
0,3,3,25,198528
0,0,0,26,32249
0,1,1,26,192295
0,2,2,26,181285
0,3,3,26,192282
0,0,0,27,1054076
0,1,1,27,191554
0,2,2,27,192546
0,3,3,27,190541
0,0,0,28,56605
0,1,1,28,182291
0,2,2,28,182287
0,3,3,28,182287
0,0,0,29,3065282
0,1,1,29,198842
0,2,2,29,198839
0,3,3,29,198840
0,0,0,30,40228
0,1,1,30,182381
0,2,2,30,182376
0,3,3,30,182375
0,0,0,31,111895
0,1,1,31,192473
0,2,2,31,191468
0,3,3,31,192466
0,0,0,32,1065208
0,1,1,32,192828
0,2,2,32,192823
0,3,3,32,192822
0,0,0,33,164241
0,1,1,33,182440
0,2,2,33,181436
0,3,3,33,182435
0,0,0,34,55254
0,1,1,34,196501
0,2,2,34,189511
0,3,3,34,196499
0,0,0,35,133399
0,1,1,35,186623
0,2,2,35,186611
0,3,3,35,186610
0,0,0,36,118919
0,1,1,36,188330
0,2,2,36,189331
0,3,3,36,188325
0,0,0,37,1067585
0,1,1,37,184143
0,2,2,37,184140
0,3,3,37,184138
0,0,0,38,47008
0,1,1,38,182384
0,2,2,38,182375
0,3,3,38,181371
0,0,0,39,1068076
0,1,1,39,196138
0,2,2,39,189138
0,3,3,39,195134
0,0,0,40,1057739
0,1,1,40,182857
0,2,2,40,172851
0,3,3,40,182846
0,0,0,41,124944
0,1,1,41,182930
0,2,2,41,192927
0,3,3,41,182924
0,0,0,42,47900
0,1,1,42,192818
0,2,2,42,192809
0,3,3,42,192805
0,0,0,43,142483
0,1,1,43,183659
0,2,2,43,193662
0,3,3,43,183654
0,0,0,44,1072169
0,1,1,44,190700
0,2,2,44,189699
0,3,3,44,190696
0,0,0,45,28576
0,1,1,45,191362
0,2,2,45,191354
0,3,3,45,191350
0,0,0,46,1055638
0,1,1,46,193104
0,2,2,46,194097
0,3,3,46,193092
0,0,0,47,1068302
0,1,1,47,182278
0,2,2,47,183281
0,3,3,47,182275
0,0,0,48,1060764
0,1,1,48,182798
0,2,2,48,179791
0,3,3,48,182790
0,0,0,49,1069298
0,1,1,49,182894
0,2,2,49,183884
0,3,3,49,182882
0,0,0,50,160515
0,1,1,50,182412
0,2,2,50,182401
0,3,3,50,182400
0,0,0,51,31020
0,1,1,51,193408
0,2,2,51,190396
0,3,3,51,193394
0,0,0,52,1063473
0,1,1,52,190000
0,2,2,52,193989
0,3,3,52,189989
0,0,0,53,166736
0,1,1,53,181337
0,2,2,53,180334
0,3,3,53,182334
0,0,0,54,143264
0,1,1,54,196593
0,2,2,54,188593
0,3,3,54,196589
0,0,0,55,50366
0,1,1,55,193443
0,2,2,55,188440
0,3,3,55,193440
0,0,0,56,106657
0,1,1,56,186137
0,2,2,56,181126
0,3,3,56,186128
0,0,0,57,168667
0,1,1,57,185666
0,2,2,57,193665
0,3,3,57,187662
0,0,0,58,74122
0,1,1,58,182776
0,2,2,58,182787
0,3,3,58,182778
0,0,0,59,124115
0,1,1,59,199651
0,2,2,59,199656
0,3,3,59,198651
0,0,0,60,52087
0,1,1,60,193461
0,2,2,60,187466
0,3,3,60,193462
0,0,0,61,155882
0,1,1,61,191596
0,2,2,61,181601
0,3,3,61,191596
0,0,0,62,30358
0,1,1,62,187962
0,2,2,62,188974
0,3,3,62,177961
0,0,0,63,162799
0,1,1,63,182502
0,2,2,63,174507
0,3,3,63,185501
0,0,0,64,1047595
0,1,1,64,189086
0,2,2,64,193086
0,3,3,64,189081
0,0,0,65,132843
0,1,1,65,182309
0,2,2,65,182309
0,3,3,65,182304
0,0,0,66,46916
0,1,1,66,191188
0,2,2,66,191183
0,3,3,66,193181
0,0,0,67,1054311
0,1,1,67,191334
0,2,2,67,191324
0,3,3,67,191321
0,0,0,68,31366
0,1,1,68,193846
0,2,2,68,182836
0,3,3,68,182831
0,0,0,69,154005
0,1,1,69,188940
0,2,2,69,190939
0,3,3,69,188935
0,0,0,70,133984
0,1,1,70,188163
0,2,2,70,189166
0,3,3,70,189161
0,0,0,71,113989
0,1,1,71,190629
0,2,2,71,187620
0,3,3,71,187616
0,0,0,72,122543
0,1,1,72,194676
0,2,2,72,171665
0,3,3,72,193663
0,0,0,73,147848
0,1,1,73,194396
0,2,2,73,184385
0,3,3,73,181382
0,0,0,74,41868
0,1,1,74,192762
0,2,2,74,193766
0,3,3,74,195760
0,0,0,75,1062458
0,1,1,75,186552
0,2,2,75,186564
0,3,3,75,186550
0,0,0,76,164077
0,1,1,76,182920
0,2,2,76,182920
0,3,3,76,182915
0,0,0,77,148345
0,1,1,77,194416
0,2,2,77,194417
0,3,3,77,194411
0,0,0,78,39627
0,1,1,78,194335
0,2,2,78,195338
0,3,3,78,194336
0,0,0,79,104232
0,1,1,79,181729
0,2,2,79,194715
0,3,3,79,181716
0,0,0,80,128113
0,1,1,80,188097
0,2,2,80,188090
0,3,3,80,188088
0,0,0,81,163360
0,1,1,81,187691
0,2,2,81,194685
0,3,3,81,187685
0,0,0,82,38677
0,1,1,82,186383
0,2,2,82,186379
0,3,3,82,186380
0,0,0,83,1059770
0,1,1,83,188295
0,2,2,83,189298
0,3,3,83,188295
0,0,0,84,50681
0,1,1,84,181358
0,2,2,84,182346
0,3,3,84,182348
0,0,0,85,3068247
0,1,1,85,174803
0,2,2,85,188798
0,3,3,85,189798
0,0,0,86,55987
0,1,1,86,182362
0,2,2,86,181356
0,3,3,86,182355
0,0,0,87,178794
0,1,1,87,198769
0,2,2,87,197759
0,3,3,87,198758
0,0,0,88,1061157
0,1,1,88,193660
0,2,2,88,181651
0,3,3,88,193648
0,0,0,89,1061759
0,1,1,89,182325
0,2,2,89,182317
0,3,3,89,182312
0,0,0,90,121790
0,1,1,90,182385
0,2,2,90,182376
0,3,3,90,182373
0,0,0,91,1052549
0,1,1,91,198806
0,2,2,91,199803
0,3,3,91,198801
0,0,0,92,34292
0,1,1,92,182076
