node_id,local_rank,rank,iteration,time_usec
0,0,0,0,29246
0,1,1,0,181465
0,2,2,0,180462
0,3,3,0,181456
0,0,0,1,142757
0,1,1,1,199452
0,2,2,1,199449
0,3,3,1,199441
0,0,0,2,90355
0,1,1,2,186965
0,2,2,2,193969
0,3,3,2,187964
0,0,0,3,54974
0,1,1,3,193629
0,2,2,3,197627
0,3,3,3,193619
0,0,0,4,1058568
0,1,1,4,181626
0,2,2,4,190629
0,3,3,4,181624
0,0,0,5,150692
0,1,1,5,190862
0,2,2,5,182857
0,3,3,5,182853
0,0,0,6,126293
0,1,1,6,195100
0,2,2,6,174108
0,3,3,6,187094
0,0,0,7,29910
0,1,1,7,187841
0,2,2,7,190837
0,3,3,7,191836
0,0,0,8,126921
0,1,1,8,197776
0,2,2,8,198780
0,3,3,8,200774
0,0,0,9,144350
0,1,1,9,193641
0,2,2,9,204636
0,3,3,9,189632
0,0,0,10,147761
0,1,1,10,193501
0,2,2,10,198495
0,3,3,10,191492
0,0,0,11,155014
0,1,1,11,192647
0,2,2,11,171658
0,3,3,11,179646
0,0,0,12,27343
0,1,1,12,186225
0,2,2,12,189227
0,3,3,12,190225
0,0,0,13,178743
0,1,1,13,191443
0,2,2,13,192437
0,3,3,13,192435
0,0,0,14,29471
0,1,1,14,189324
0,2,2,14,168327
0,3,3,14,189325
0,0,0,15,137375
0,1,1,15,188068
0,2,2,15,183063
0,3,3,15,187060
0,0,0,16,163000
0,1,1,16,190908
0,2,2,16,184909
0,3,3,16,190906
0,0,0,17,164462
0,1,1,17,194655
0,2,2,17,180657
0,3,3,17,186653
0,0,0,18,46059
0,1,1,18,189316
0,2,2,18,188318
0,3,3,18,189313
0,0,0,19,1060742
0,1,1,19,186302
0,2,2,19,182304
0,3,3,19,186300
0,0,0,20,57328
0,1,1,20,182369
0,2,2,20,186362
0,3,3,20,182359
0,0,0,21,1065867
0,1,1,21,190660
0,2,2,21,190655
0,3,3,21,190650
0,0,0,22,1050781
0,1,1,22,183558
0,2,2,22,196564
0,3,3,22,183554
0,0,0,23,1064082
0,1,1,23,182549
0,2,2,23,182548
0,3,3,23,182543
0,0,0,24,1056269
0,1,1,24,182212
0,2,2,24,181225
0,3,3,24,181215
0,0,0,25,1056711
0,1,1,25,184768
0,2,2,25,180774
0,3,3,25,176770
0,0,0,26,1045808
0,1,1,26,178850
0,2,2,26,175863
0,3,3,26,171852
0,0,0,27,151654
0,1,1,27,185857
0,2,2,27,181870
0,3,3,27,177857
0,0,0,28,132811
0,1,1,28,190705
0,2,2,28,190712
0,3,3,28,181706
