node_id,local_rank,rank,iteration,time_usec
0,0,0,0,156745
0,1,1,0,193350
0,2,2,0,181354
0,3,3,0,181344
0,0,0,1,33342
0,1,1,1,184631
0,2,2,1,183632
0,3,3,1,184624
0,0,0,2,142407
0,1,1,2,190530
0,2,2,2,177528
0,3,3,2,177517
0,0,0,3,27449
0,1,1,3,184729
0,2,2,3,188724
0,3,3,3,188721
0,0,0,4,153577
0,1,1,4,192968
0,2,2,4,188967
0,3,3,4,188963
0,0,0,5,153971
0,1,1,5,188523
0,2,2,5,181520
0,3,3,5,189516
0,0,0,6,152489
0,1,1,6,189403
0,2,2,6,194406
0,3,3,6,189398
0,0,0,7,154190
0,1,1,7,177589
0,2,2,7,186594
0,3,3,7,169586
0,0,0,8,147931
0,1,1,8,172051
0,2,2,8,186056
0,3,3,8,190046
0,0,0,9,156820
0,1,1,9,191872
0,2,2,9,191879
0,3,3,9,194867
0,0,0,10,42122
0,1,1,10,181681
0,2,2,10,194676
0,3,3,10,207666
0,0,0,11,40360
0,1,1,11,182287
0,2,2,11,193286
0,3,3,11,198280
0,0,0,12,129031
0,1,1,12,192358
0,2,2,12,201362
0,3,3,12,197352
0,0,0,13,1068257
0,1,1,13,193288
0,2,2,13,198287
0,3,3,13,192282
0,0,0,14,124004
0,1,1,14,182836
0,2,2,14,182832
0,3,3,14,182830
0,0,0,15,137418
0,1,1,15,193847
0,2,2,15,190855
0,3,3,15,194842
0,0,0,16,28080
0,1,1,16,190061
0,2,2,16,181064
0,3,3,16,190053
0,0,0,17,145341
0,1,1,17,192137
0,2,2,17,194141
0,3,3,17,192129
0,0,0,18,157064
0,1,1,18,182817
0,2,2,18,191816
0,3,3,18,200812
0,0,0,19,1065948
0,1,1,19,186966
0,2,2,19,191961
0,3,3,19,195959
0,0,0,20,106556
0,1,1,20,189831
0,2,2,20,190828
0,3,3,20,192827
0,0,0,21,110641
0,1,1,21,185207
0,2,2,21,185212
0,3,3,21,185200
0,0,0,22,156707
0,1,1,22,187141
0,2,2,22,190132
0,3,3,22,188130
0,0,0,23,154180
0,1,1,23,191075
0,2,2,23,187074
0,3,3,23,187071
0,0,0,24,27905
0,1,1,24,186669
0,2,2,24,169675
0,3,3,24,191665
0,0,0,25,151541
0,1,1,25,187891
0,2,2,25,182891
0,3,3,25,188889
0,0,0,26,155305
0,1,1,26,191256
0,2,2,26,187262
0,3,3,26,186253
0,0,0,27,29027
0,1,1,27,191806
0,2,2,27,191804
0,3,3,27,191804
0,0,0,28,1059061
0,1,1,28,182346
0,2,2,28,190344
0,3,3,28,182344
0,0,0,29,50392
0,1,1,29,190113
0,2,2,29,186098
0,3,3,29,182101
0,0,0,30,1063566
0,1,1,30,183117
0,2,2,30,192107
0,3,3,30,183108
0,0,0,31,1055840
0,1,1,31,182366
0,2,2,31,182362
0,3,3,31,188363
0,0,0,32,1059276
0,1,1,32,182346
0,2,2,32,182342
0,3,3,32,182341
0,0,0,33,47926
0,1,1,33,182894
0,2,2,33,182882
0,3,3,33,182883
0,0,0,34,129763
0,1,1,34,197624
0,2,2,34,198621
0,3,3,34,198623
0,0,0,35,108927
0,1,1,35,191415
0,2,2,35,190412
0,3,3,35,191411
0,0,0,36,140533
0,1,1,36,191422
0,2,2,36,181410
0,3,3,36,191411
0,0,0,37,155613
0,1,1,37,191784
0,2,2,37,187780
0,3,3,37,183781
0,0,0,38,139247
0,1,1,38,185410
0,2,2,38,184406
0,3,3,38,185406
0,0,0,39,175953
0,1,1,39,186332
0,2,2,39,186340
0,3,3,39,189332
0,0,0,40,150466
0,1,1,40,190637
0,2,2,40,190648
0,3,3,40,199635
0,0,0,41,61294
0,1,1,41,191971
0,2,2,41,187979
0,3,3,41,191967
0,0,0,42,163651
0,1,1,42,199756
0,2,2,42,194753
0,3,3,42,191755
0,0,0,43,49795
0,1,1,43,209559
0,2,2,43,184570
0,3,3,43,186558
0,0,0,44,1057173
0,1,1,44,198224
0,2,2,44,181220
0,3,3,44,184218
0,0,0,45,59574
0,1,1,45,194858
0,2,2,45,193864
0,3,3,45,193857
0,0,0,46,1075900
0,1,1,46,191938
0,2,2,46,193937
0,3,3,46,191935
0,0,0,47,135786
0,1,1,47,182855
0,2,2,47,182848
0,3,3,47,182849
0,0,0,48,63481
0,1,1,48,191215
0,2,2,48,187204
0,3,3,48,196204
0,0,0,49,3069809
0,1,1,49,192516
0,2,2,49,192511
0,3,3,49,192511
0,0,0,50,48173
0,1,1,50,182518
0,2,2,50,182513
0,3,3,50,189515
0,0,0,51,146839
0,1,1,51,188545
0,2,2,51,189537
0,3,3,51,189535
0,0,0,52,3059639
0,1,1,52,193963
0,2,2,52,193953
0,3,3,52,193953
0,0,0,53,44139
0,1,1,53,182124
0,2,2,53,182119
0,3,3,53,182121
0,0,0,54,1054904
0,1,1,54,197156
0,2,2,54,198145
0,3,3,54,197147
0,0,0,55,174059
0,1,1,55,176081
0,2,2,55,172066
0,3,3,55,181073
0,0,0,56,56189
0,1,1,56,191514
0,2,2,56,191511
0,3,3,56,196513
0,0,0,57,1059963
0,1,1,57,181539
0,2,2,57,181526
0,3,3,57,199528
0,0,0,58,147173
0,1,1,58,180399
0,2,2,58,181386
0,3,3,58,183388
0,0,0,59,123052
0,1,1,59,189171
0,2,2,59,190166
0,3,3,59,199169
0,0,0,60,109148
0,1,1,60,192200
0,2,2,60,192195
0,3,3,60,192197
0,0,0,61,138211
0,1,1,61,188488
0,2,2,61,171476
0,3,3,61,193477
